/ACsolution : case1354pegase
/Date : 08-30-2025 02:35:18 Mountain Daylight Time
/MachineName : Remi
/Processor : Intel64 Family 6 Model 158 Stepping 9, GenuineIntel
/OS : Windows 10 (Windows-10-10.0.26100-SP0)
/Cores : 4 physical cores, 8 logical processors
/RAM : 32 GB
AMPL Version 20250811 (MSVC 19.44.35213.0, 64-bit)
bus 162 M 1.0614566102133622 A -0.12591393708279472
bus 163 M 1.0876398168430381 A -0.22386188753625524
bus 164 M 1.0520064751261122 A -0.08738336298782409
bus 165 M 1.0598170332033756 A -0.28772089048730165
bus 166 M 1.0669349340018317 A -0.3546881190454197
bus 167 M 1.0987045543879514 A -0.34426199796397877
bus 168 M 1.0423338608356731 A -0.11194148472460945
bus 169 M 1.0863829226991604 A -0.31092331469078577
bus 170 M 1.070466408096698 A -0.11238992059302712
bus 171 M 1.0957423348221658 A -0.10199417492691426
bus 172 M 1.0725332621687471 A -0.07244025497901557
bus 173 M 1.0429805491910824 A -0.05695458968158932
bus 174 M 1.096643414887354 A -0.21732389046392311
bus 175 M 1.054562076163639 A -0.15471422395577397
bus 176 M 1.0597319058650458 A -0.288122595229051
bus 177 M 1.0640493914863338 A -0.1677250017034338
bus 178 M 1.07669746957066 A 0.016927872660173503
bus 179 M 1.0793393054432785 A -0.14938848380703887
bus 180 M 1.068517996615016 A -0.0928269110372144
bus 181 M 1.0730028011693737 A -0.015147936790092693
bus 182 M 1.059835618014688 A -0.2806637169285485
bus 183 M 1.087935738072949 A -0.5742674346510952
bus 184 M 1.0750964749986454 A -0.21436647769734393
bus 185 M 1.0992621150574398 A -0.05388202783167969
bus 186 M 1.0736055390394454 A -0.2605897083496024
bus 187 M 1.0914808172945007 A -0.1469460195160542
bus 188 M 1.0512699033003903 A -0.16327222352987653
bus 189 M 1.0798338505648983 A -0.3249110444147125
bus 190 M 1.0660691685978545 A -0.1634594623431852
bus 191 M 1.0813622003784538 A -0.12628680139979293
bus 192 M 1.0479006633209145 A -0.0645280764913105
bus 193 M 1.0816633714937152 A -0.0430791839839379
bus 194 M 1.078960671410896 A -0.05088063809322587
bus 195 M 1.0750661845637177 A -0.1565306147227639
bus 196 M 1.0813118084996658 A -0.2588343169257691
bus 197 M 1.0991477555948344 A -0.3569240239593687
bus 198 M 1.0967501421995323 A -0.08764916026381672
bus 199 M 1.068965241955856 A -0.1848956659965004
bus 200 M 1.0783532108996008 A -0.1542018354678217
bus 201 M 1.0505977298992635 A -0.3348884265700221
bus 202 M 1.079815437750965 A -0.07055469193397002
bus 203 M 1.0998183155932781 A -0.10948913891490468
bus 204 M 1.0599297709462951 A -0.29131886799929585
bus 205 M 1.0964318617750404 A -0.08739656427211702
bus 206 M 1.0797438432350934 A -0.16017762408173758
bus 207 M 1.093023840067277 A -0.2125952088929962
bus 208 M 1.0998411350535489 A -0.1094980430996485
bus 209 M 1.0088077316974737 A -0.17794040957598717
bus 210 M 1.089885438138855 A -0.08455761888001445
bus 211 M 1.077636081163978 A -0.22053564635610803
bus 212 M 1.0563404089561284 A -0.30133536750233675
bus 213 M 1.069818842543345 A -0.05408768887900517
bus 214 M 1.048273250602232 A -0.20943344724421742
bus 215 M 1.0515711504508272 A -0.2061161924121788
bus 216 M 1.0642674435744877 A -0.1772020119118395
bus 217 M 1.0607452673057203 A -0.15711096312621664
bus 218 M 1.0979892580035624 A -0.10090791500450598
bus 219 M 1.099996502768072 A -0.04813334192336009
bus 220 M 1.0679822923333002 A -0.2912631334050991
bus 221 M 1.0811097780053867 A -0.11282003042753196
bus 222 M 1.0665667982982094 A -0.2548539414174892
bus 223 M 1.0735007636272964 A -0.08360119121961626
bus 224 M 1.050637444576842 A -0.221152989874043
bus 225 M 1.0967282176454118 A -0.07144691144797917
bus 226 M 1.090425192830829 A -0.3013836992513046
bus 227 M 1.0621098927215515 A -0.312997656370235
bus 228 M 1.094745532529579 A -0.2902178337139646
bus 229 M 1.0630015998999862 A -0.1919856175498913
bus 230 M 1.0947182878213229 A -0.0918239389119896
bus 231 M 1.060763334800902 A -0.06361952354200352
bus 232 M 1.0440514881522591 A -0.3578448775067479
bus 233 M 1.0821488383634037 A -0.039223291407830964
bus 234 M 1.0997327680068711 A -0.17531049473574126
bus 235 M 1.0601280723239606 A -0.05766322178581079
bus 236 M 1.0997124918903665 A -0.1944169026361718
bus 237 M 1.0895789184904245 A -0.22363430685370284
bus 238 M 1.0665342739848658 A -0.1618066662659762
bus 239 M 1.0351365234437697 A -0.023254308748261305
bus 240 M 1.090477086085965 A -0.30191975976593155
bus 241 M 1.0592802940171504 A -0.014527750993330438
bus 242 M 1.089989999908116 A -0.22694479998941447
bus 243 M 1.096921303249859 A -0.07123150272256903
bus 244 M 1.0218951222187025 A 0.013124530394780178
bus 245 M 1.0682578256528728 A -0.16655077241067096
bus 246 M 1.0787956709426856 A -0.15552856198826426
bus 247 M 1.0733225730823148 A -0.05190420298487175
bus 248 M 1.045827663647063 A -0.13761083662305787
bus 249 M 1.0980878265803253 A -0.34251566387013865
bus 250 M 1.083936309931763 A -0.05497103511775879
bus 251 M 1.0245779166089604 A -0.12986680455101002
bus 252 M 1.0556931904694167 A -0.2894615488449246
bus 253 M 1.0967657806086617 A -0.2731626072396463
bus 254 M 1.0704457032060188 A -0.22171647797286412
bus 255 M 1.0565903526138019 A -0.08825273719221008
bus 256 M 1.0189334332987918 A -0.02903507746891917
bus 257 M 1.053024184919231 A -0.27689369408008047
bus 258 M 1.0656346262710805 A -0.5030149385963238
bus 259 M 1.0751918092464006 A -0.15700408482957795
bus 260 M 1.0966852098633304 A -0.13377951610103672
bus 261 M 1.0201189839087634 A 0.018362715359572755
bus 262 M 1.008839471716534 A -0.11925523933245451
bus 263 M 1.0601166572626084 A -0.28069922882167636
bus 264 M 1.085538446356758 A -0.052477841410095094
bus 265 M 1.0660232095220161 A -0.08733528939004988
bus 266 M 1.0602171497374502 A -0.07380798930878618
bus 267 M 1.061052676986088 A -0.266469152094457
bus 268 M 1.0619051982546746 A -0.26507684202905135
bus 269 M 1.0969389535689245 A -0.07122245213711166
bus 270 M 1.0964440807825893 A -0.08740046453358023
bus 271 M 1.0997925356325415 A -0.10073350639783096
bus 272 M 1.0948275276845103 A -0.05450572982801553
bus 273 M 1.0999986762626373 A -0.15981062588213182
bus 274 M 1.0680631122170645 A -0.21712158113843769
bus 275 M 1.0977954910015093 A -0.037425654846034315
bus 276 M 1.0662175804455316 A -0.0712877945930993
bus 277 M 1.0717079683685207 A -0.16268574098134692
bus 278 M 1.0690478837738124 A -0.0656169762825553
bus 279 M 1.0718467093052655 A 0.03220459146852354
bus 280 M 1.0507385788612276 A -0.04759909641503065
bus 281 M 1.099545663142349 A -0.05320034907243968
bus 282 M 1.0973601944678788 A -0.10833894574707736
bus 283 M 1.0980658003374764 A -0.2898533328514742
bus 284 M 1.010800659314555 A -0.1323613322226725
bus 285 M 1.0744743279900306 A -0.14132439003241318
bus 286 M 1.09551102580245 A -0.0712809976869519
bus 287 M 1.0884701817684248 A -0.5671923759214451
bus 288 M 1.0992257752401902 A -0.35668945097845856
bus 289 M 1.08369181837594 A -0.30160393509966765
bus 290 M 1.0849224497536811 A -0.23689836680797224
bus 291 M 1.067487728013192 A -0.2372985955397097
bus 292 M 1.072189270696144 A -0.21325311986499515
bus 293 M 1.0884324250973947 A -0.23140368772601744
bus 294 M 1.0985627680026575 A -0.27329125458828496
bus 295 M 1.0976525773528332 A -0.28717564226373554
bus 296 M 1.0384534256134443 A -0.017407203477293652
bus 297 M 1.0605695652036056 A -0.1010730878558025
bus 298 M 1.0998052832150365 A -0.10950444379880189
bus 299 M 1.0881595834169966 A -0.0833928153458054
bus 300 M 1.0690219048316647 A 0.01451611806395004
bus 301 M 1.07133245503676 A -0.04194280732005819
bus 302 M 1.0951292047263985 A -0.35729300880620035
bus 303 M 1.081391443853377 A -0.0554181487864282
bus 304 M 1.0787823005699586 A -0.12146932381064345
bus 305 M 1.0889412043780629 A -0.11240742114416365
bus 306 M 1.0780978157221457 A -0.1937588377901391
bus 307 M 1.0353132474183233 A -0.027189344697493022
bus 308 M 1.0953319234720653 A -0.12118449525896305
bus 309 M 1.0912628408039071 A -0.30004321424249225
bus 310 M 1.0507784926244643 A -0.07289372828485528
bus 311 M 1.0740831613390154 A -0.03380349315163952
bus 312 M 1.0565904443742251 A -0.29583406506290455
bus 313 M 1.0661735445955152 A -0.02614875043526632
bus 314 M 1.0830810016140802 A -0.14787094738702403
bus 315 M 1.0960969282603248 A -0.07566511681135771
bus 316 M 1.060676447246621 A -0.10090809292908455
bus 317 M 1.0888480685100947 A -0.1860290177057497
bus 318 M 1.0896749903168812 A -0.08612197824275677
bus 319 M 1.0536608843961188 A -0.10385323217741187
bus 320 M 1.0999990100402606 A -0.15553850352349324
bus 321 M 1.026803839881676 A -0.17470111929382576
bus 322 M 1.099170576611278 A -0.05350907413412089
bus 323 M 1.0732935348169865 A -0.031231806768680984
bus 324 M 1.0814499499054766 A -0.08611653444544645
bus 325 M 1.0999994258919028 A -0.08514151078748941
bus 326 M 1.0611981437270934 A -0.26649062739813284
bus 327 M 1.083723540695565 A -0.05500083896488078
bus 328 M 1.063155979971592 A -0.16112211654764264
bus 329 M 1.0923838966972803 A -0.5179755203211616
bus 330 M 1.0988543069560777 A -0.35734368980961595
bus 331 M 1.0997220661443747 A -0.11810251640660573
bus 332 M 1.0408821366634744 A -0.1277369284260524
bus 333 M 1.0828353255213767 A -0.08838004782077624
bus 334 M 1.0917158393259514 A -0.05674710689862997
bus 335 M 1.0790684593626463 A -0.161134268460692
bus 336 M 1.078936237653195 A -0.17703571308024857
bus 337 M 1.0644202326087282 A -0.301728767115824
bus 338 M 1.0964267216842811 A -0.2037980708638388
bus 339 M 1.09074053306843 A -0.028747207730844198
bus 340 M 1.0950574997434583 A -0.2898822523627661
bus 341 M 1.0452404269901427 A -0.22010615305188977
bus 342 M 1.0670591753450962 A -0.2822015447472384
bus 343 M 1.0619751589695057 A -0.19551645174225227
bus 344 M 1.085028934654704 A -0.18312908275777312
bus 345 M 1.0745307122592955 A -0.06542621804948373
bus 346 M 1.0916803559704107 A -0.2350546056232999
bus 347 M 1.0999986864593185 A -0.3424382868337241
bus 348 M 1.0476305083493804 A -0.18406071846892139
bus 349 M 1.0105045645838149 A -0.21125624632775195
bus 350 M 1.0778575934318353 A -0.16781799052373372
bus 351 M 1.0718166809448553 A 0.03291995235728244
bus 352 M 1.0962234904068082 A -0.278588110104992
bus 353 M 1.0746147550163916 A -0.26538423045010634
bus 354 M 1.0562980808962108 A -0.287059249772991
bus 355 M 1.0338377131021117 A -0.08937519120594832
bus 356 M 1.0985426476115823 A -0.020251251002768842
bus 357 M 1.07653102893992 A -0.15374049403151946
bus 358 M 1.0559323990333684 A -0.2869100066998678
bus 359 M 1.0963970074388194 A -0.20379281862149784
bus 360 M 1.0375385369027033 A 0.0167674170584836
bus 361 M 1.0882362940965848 A -0.27392209507630627
bus 362 M 1.0155983951773053 A -0.13530927125891692
bus 363 M 1.0447087698084334 A -0.22049859884883688
bus 364 M 1.099118085223863 A -0.05340108877057309
bus 365 M 1.0928737653207368 A -0.024334885760963158
bus 366 M 1.0631636762710337 A -0.003632842172978646
bus 367 M 1.0936125294918908 A -0.08811021433157526
bus 368 M 1.0836973037647373 A -0.0549953893329453
bus 369 M 1.0300327954609771 A -0.29187839086400297
bus 370 M 1.0762900743580543 A -0.08158378046134963
bus 371 M 1.0429608561863852 A -0.09833019622113641
bus 372 M 1.0523317512644736 A -0.1604512755683718
bus 373 M 1.0775969997646107 A -0.10376672186698156
bus 374 M 1.0652034356682094 A -0.07243999239762429
bus 375 M 1.0995032451772704 A -0.05318977222210077
bus 376 M 1.0540060865363199 A -0.21942569784377652
bus 377 M 1.0861828385767462 A -0.09769080883901782
bus 378 M 1.0430272795991444 A -0.11058986266962521
bus 379 M 1.0613468111471946 A -0.20210282738242077
bus 380 M 1.0821211030602385 A -0.10543989121948308
bus 381 M 1.0879058577864174 A -0.13581008798225633
bus 382 M 1.099767989937194 A -0.016109691217145037
bus 383 M 1.0370670743960408 A 0.01642886561657355
bus 384 M 1.0930631973245466 A -0.27959406356832955
bus 385 M 1.0660995976504604 A -0.16328518676073406
bus 386 M 1.0976625782589389 A -0.33172978280513166
bus 387 M 1.0571313358287335 A -0.294913026125009
bus 388 M 1.0703463298593618 A -0.18315211417398633
bus 389 M 1.0714838148400014 A -0.09449745267744655
bus 390 M 1.0849226952200364 A -0.11270727045768093
bus 391 M 1.0617737304124546 A -0.07769129048810909
bus 392 M 1.0833377186634343 A -0.22986185962289224
bus 393 M 1.0911053031794267 A -0.2974488615066608
bus 394 M 1.0999935206263003 A -0.014918048359551293
bus 395 M 1.0277155726136435 A -0.251328683751693
bus 396 M 1.0429248838554526 A -0.08248490336044315
bus 397 M 1.0948422183284168 A -0.3443591607710791
bus 398 M 1.0922809930756392 A -0.2138485036901347
bus 399 M 1.0923024532424206 A -0.09590921398599815
bus 400 M 1.0716986581889165 A -0.15499591962743828
bus 401 M 1.0969395742000005 A -0.07121798371948079
bus 402 M 1.0665989014301294 A 0.01430411649901985
bus 403 M 1.0781028504536103 A -0.19375953119578396
bus 404 M 1.0901417280276442 A -0.3008516636131099
bus 405 M 1.0891345167485706 A -0.05799862515960063
bus 406 M 1.0954098397390843 A -0.08786656059047007
bus 407 M 1.089140914506537 A -0.2720627278767171
bus 408 M 1.0830831081989116 A -0.049888874083267865
bus 409 M 1.0572537256142898 A -0.2947249944810726
bus 410 M 1.0214612652529742 A 0.015623046115162235
bus 411 M 1.0989200544453643 A -0.13981875202349944
bus 412 M 1.0821027159257572 A -0.03947871925148993
bus 413 M 1.091710366650099 A -0.08659328961163791
bus 414 M 1.012742928522085 A -0.11135236753642973
bus 415 M 1.0755011292887178 A -0.21251536117725428
bus 416 M 1.085507350250703 A -0.06277738634275228
bus 417 M 1.094634350531988 A -0.054794491795184516
bus 418 M 1.0744737032272509 A -0.06278242817328863
bus 419 M 1.0895078292713405 A -0.04346053467760712
bus 420 M 1.0911557196294488 A -0.1279730284712283
bus 421 M 1.0922147403800695 A -0.034718275014530335
bus 422 M 1.088775283120839 A -0.08474116913964073
bus 423 M 1.0308466270506236 A -0.2880937813556643
bus 424 M 1.0877705060553722 A -0.04918266102871522
bus 425 M 1.05647625642899 A -0.2959646715412185
bus 426 M 1.0996660017443172 A -0.11803795097976667
bus 427 M 1.0637434371344072 A -0.062401700810810125
bus 428 M 1.0471933977925245 A -0.2090281141023931
bus 429 M 1.0145651171806827 A -0.2040117066307942
bus 430 M 1.0912929257528408 A -0.3306534868423074
bus 431 M 1.0990589973378666 A -0.35728381210322885
bus 432 M 1.096412814697644 A -0.08739506357322058
bus 433 M 1.0676225979570177 A -0.31426198361175817
bus 434 M 1.0994691554142062 A -0.05304448417645155
bus 435 M 1.019155302035464 A -0.09721512714398399
bus 436 M 1.0452781513457017 A -0.21978814235037616
bus 437 M 1.0803093614873596 A -0.041787905688682646
bus 438 M 1.0892810759782259 A -0.2702165689537708
bus 439 M 1.0925237506486718 A -0.08637418885693038
bus 440 M 1.032067753104585 A -0.091651510203317
bus 441 M 1.084899447865006 A -0.1331743425269794
bus 442 M 1.077066702467558 A -0.013517934877866457
bus 443 M 1.080098771005134 A -0.16022720037286287
bus 444 M 1.0867485081331036 A -0.05318799861301493
bus 445 M 1.0889205772830064 A -0.08640395884001756
bus 446 M 1.0814395884307642 A -0.039715487986753444
bus 447 M 1.0959600760665809 A -0.08796860905651772
bus 448 M 1.0576986940131825 A -0.2915161681558461
bus 449 M 1.0657136870245316 A -0.18215227763629646
bus 450 M 1.0708228687808747 A -0.06925984925830656
bus 451 M 1.0381558113043288 A -0.019056753854758978
bus 452 M 1.094690393376493 A -0.2905541017680003
bus 453 M 1.076715520347355 A 0.021085731492274436
bus 454 M 1.0920538098261845 A -0.23437898365123705
bus 455 M 1.085627570649465 A -0.15419504525591374
bus 456 M 1.0609497787964142 A -0.15683541749968904
bus 457 M 1.030840095606718 A -0.28809298935064614
bus 458 M 1.0999804078950037 A -0.05344729010552519
bus 459 M 1.0955673985225627 A -0.34391601813418793
bus 460 M 1.0617319782465329 A -0.1728958455180952
bus 461 M 1.0385358015928214 A -0.13696395778746231
bus 462 M 1.0915330413073605 A -0.237055967802017
bus 463 M 1.0903965799049065 A -0.2380024254930341
bus 464 M 1.0732511272686038 A -0.0009803679726857542
bus 465 M 1.0936880146539711 A -0.05795535556857525
bus 466 M 1.0622904346398283 A -0.08099617859776793
bus 467 M 1.0828969557495554 A -0.14461871294345935
bus 468 M 1.0850513371263049 A -0.05330707787902331
bus 469 M 1.0963243474662165 A -0.0893139308635834
bus 470 M 1.085029055092929 A -0.18312909775777478
bus 471 M 1.019060342081373 A -0.4263195407759222
bus 472 M 1.0785634615073427 A -0.14347514873643516
bus 473 M 1.095407253797452 A -0.08786394153022839
bus 474 M 1.0842890740909428 A -0.23556806964548482
bus 475 M 1.0813822903004036 A -0.12579730488048468
bus 476 M 1.0631394690197944 A -0.1927545029141413
bus 477 M 1.056792127371238 A -0.29567757784641174
bus 478 M 1.0650460190707958 A -0.11723348143746731
bus 479 M 1.0612290650836036 A -0.03593420698759668
bus 480 M 1.0948587604919204 A -0.05446916835949224
bus 481 M 1.090241664729514 A -0.13054813692379583
bus 482 M 1.051406085641112 A -0.20607881614522863
bus 483 M 1.0825893437279523 A -0.0447621901054627
bus 484 M 1.0878014243472571 A -0.048962655532100725
bus 485 M 1.0804158792563 A -0.1858634027826278
bus 486 M 1.0116109249288863 A -0.20738264500062373
bus 487 M 1.0768947518319019 A 0.03408122721351155
bus 488 M 1.0667983193306059 A -0.15439447586898375
bus 489 M 1.0601163233258621 A -0.28069918832166363
bus 490 M 1.0959404485502746 A -0.07521002439101694
bus 491 M 1.0625531424233658 A -0.17678928620891832
bus 492 M 1.0718388566044734 A 0.035506304980107935
bus 493 M 1.0819699297749898 A -0.11528703057151146
bus 494 M 1.068149777163716 A -0.23589396901510848
bus 495 M 1.0809088786068495 A -0.1306915226172775
bus 496 M 1.065491443577116 A -0.11641605910338457
bus 497 M 1.0840516532959308 A -0.09598134734311088
bus 498 M 1.0497770673849447 A -0.09917165830829809
bus 499 M 1.0884354760510935 A -0.05444813996396517
bus 500 M 1.0954082766201767 A -0.08786603961534416
bus 501 M 1.0650143881935725 A -0.12790225099890568
bus 502 M 1.0674951960303993 A -0.1753140200891117
bus 503 M 1.0639662336444986 A -0.23879376022227886
bus 504 M 1.09541568407636 A -0.2891029516333914
bus 505 M 1.0975717739212294 A -0.021045722179078363
bus 506 M 1.073251127268604 A -0.0009803679726857544
bus 507 M 1.0955396564329134 A -0.0712824570801821
